Groupe 1 : Bâtiments et Infrastructures Sportives;;;;;
Code;Désignation/Caractéristiques;;Minimum;Moyen;Maximum
03.1.2.2.2.091;Fourniture et pose de  porte isoplane capitonnée 90/220 y compris cadre métallique H70;Unité;180 000;200 000;220 000
03.1.2.2.2.092;Fourniture et pose de  porte isoplane capitonnée 120/220 y compris cadre métallique H70;Unité;245 000;263 335;280 000
03.1.2.2.2.093;Fourniture et pose de  porte en bois massif 60/220 y compris cadre métallique H70;Unité;150 000;166 665;185 000
03.1.2.2.2.094;Fourniture et pose de  porte en bois massif 70/220 y compris cadre métallique H70;Unité;175 000;191 665;215 000
03.1.2.2.2.095;Fourniture et pose de  porte en bois massif 80/220 y compris cadre métallique H70;Unité;200 000;225 000;250 000
03.1.2.2.2.096;Fourniture et pose de  porte en bois massif 90/220 y compris cadre métallique H70;Unité;250 000;265 000;280 000
03.1.2.2.2.097;Fourniture et pose de  porte en bois massif 120/220 y compris cadre métallique H70;Unité;330 000;350 000;370 000
03.1.2.2.2.098;Fourniture et pose de  porte en bois massif de 70 x 220 + hublot (vitre de vision) de 15x40 y compris cadre métallique H70;Unité;185 000;201 665;225 000
03.1.2.2.2.099;Fourniture et pose de  porte en bois massif de 80 x 220 + hublot (vitre de vision) 15x40 y compris cadre métallique H70;Unité;210 000;235 000;260 000
03.1.2.2.2.100;Fourniture et pose de  porte en bois massif de 90 x 220 + hublot (vitre de vision) 15x40 y compris cadre métallique H70;Unité;260 000;275 000;290 000
03.1.2.2.2.101;Fourniture et pose de  porte en bois massif de 120 x 220 + hublot (vitre de vision) 15x40 y compris cadre métallique H70;Unité;340 000;360 000;380 000
03.1.2.2.2.102;Fourniture et pose de  porte en bois massif de 140 x 220 + hublot (vitre de vision) de 15x40 y compris cadre métallique H70;Unité;380 000;403 335;430 000
03.1.2.2.2.103;Fourniture et pose de  portes métalliques pleines double faces de 80 x 220 y compris cadre métallique H70;Unité;115 000;125 000;135 000
03.1.2.2.2.104;Fourniture et pose de  portes métalliques pleines double faces de 90 x 220 y compris cadre métallique H70;Unité;125 000;141 665;160 000
03.1.2.2.2.105;Fourniture et pose de  portes métalliques pleines double faces de 120 x 220 y compris cadre métallique H70;Unité;170 000;185 000;200 000
03.1.2.2.2.106;Fourniture et pose de   portes métalliques pleines double faces de 140 x 220 y compris cadre métallique H70;Unité;200 000;215 000;230 000
03.1.2.2.2.107;Fourniture et pose de   portes métalliques pleines double faces de 150x 220 y compris cadre métallique H70;Unité;215 000;231 665;250 000
03.1.2.2.2.108;Fourniture et pose de porte  métallique vitrée de 80x220 y compris cadre métallique H70;Unité;145 000;161 665;180 000
03.1.2.2.2.109;Fourniture et pose de porte  métallique vitrée de 90x220 y compris cadre métallique H70;Unité;160 000;180 000;200 000
03.1.2.2.2.110;Fourniture et pose de porte  métallique vitrée de 120x220 y compris cadre métallique H70;Unité;200 000;228 335;250 000
03.1.2.2.2.111;Fourniture et pose de porte  métallique vitrée de 140x220 y compris cadre métallique H70;Unité;250 000;271 665;290 000
03.1.2.2.2.112;Fourniture et pose de porte  métallique vitrée de 150x220 y compris cadre métallique H70;Unité;275 000;291 665;305 000
03.1.2.2.2.113;Fourniture et pose de porte grille métallique vitrée de 80x220 y compris cadre métallique H70;Unité;150 000;171 665;190 000
03.1.2.2.2.114;Fourniture et pose de porte grille métallique vitrée de 90x220 y compris cadre métallique H70;Unité;175 000;193 335;210 000
03.1.2.2.2.115;Fourniture et pose de porte grille métallique vitrée de 120x220 y compris cadre métallique H70;Unité;250 000;265 000;280 000
03.1.2.2.2.116;Fourniture et pose de porte grille métallique vitrée de 140x220 y compris cadre métallique H70;Unité;290 000;303 335;315 000
03.1.2.2.2.117;Fourniture et pose de porte grille métallique vitrée de 150x220 y compris cadre métallique H70;Unité;315 000;328 335;340 000
03.1.2.2.2.118;Fourniture et pose de porte alu vitrée de 80x220;Unité;190 000;210 000;230 000
03.1.2.2.2.119;Fourniture et pose de porte alu vitrée de 90x220;Unité;220 000;235 000;250 000
03.1.2.2.2.120;Fourniture et pose de porte alu vitrée de 120x220;Unité;300 000;315 000;330 000
03.1.2.2.2.121;Fourniture et pose de porte alu vitrée de 140x220;Unité;350 000;370 000;390 000
03.1.2.2.2.122;Fourniture et pose de porte alu vitrée de 150x220;Unité;380 000;396 665;415 000
03.1.2.2.2.123;Fourniture et pose de faux plafond en contre-plaqué de 5 mm  y compris toute sujétion en maille de 60x60;m²;9 000;9 500;10 000
03.1.2.2.2.124;Fourniture et pose de faux plafond en contre-plaqué de 5 mm  y compris toute sujétion en maille de 120x120;m²;7 000;7 665;8 500
03.1.2.2.2.125;Fourniture et pose de faux plafond en contre-plaqué de 10 mm  y compris toute sujétion en maille de 60x60;m²;12 000;13 000;14 000
03.1.2.2.2.126;Fourniture et pose de faux plafond en contre-plaqué de 10 mm  y compris toute sujétion en maille de 120x120;m²;14 000;15 000;16 000
03.1.2.2.2.127;Fourniture et pose de faux plafond en contre-plaqué de 5 mm tranché y compris toute sujétion;m²;9 000;9 500;10 000
03.1.2.2.2.128;Fourniture et pose de faux plafond en élastomère  y compris toute sujétion;m²;14 000;15 000;16 000
03.1.2.2.2.129;Fourniture et pose de faux plafond en staff décoratif  y compris toute sujétion;m²;14 000;15 000;16 000
03.1.2.2.2.130;Fourniture et pose de Serrure (à clé) à poignée à 3 points;Unité;17 500;21 665;27 500
03.1.2.2.2.131;Fourniture et pose de Serrure (à clé) encastrable à 3 points;Unité;17 500;21 665;27 500
03.1.2.2.2.132;Fourniture et pose de Serrure (à clé) pour porte en aluminium;Unité;20 000;25 835;32 500
03.1.2.2.2.133;Fourniture et pose de plaque signalétique fixe de porte  en plexiglace;Unité;30 000;35 000;40 000
03.1.2.2.2.134;Fourniture et pose de plaque signalétique amovible de porte en plexiglace avec support fixe en aluminium;Unité;35 000;41 665;50 000
03.1.2.2.2.135;Vernis sur faux plafond meublé;m²;3 000;3 835;4 500
03.1.2.2.2.136;Vernis sur  briquette de parement;m²;3 000;3 835;4 500
03.1.2.2.3;ELECTRICITE-CLIMATISATION ((BRANCHEMENT AU LOCAL COMPTEUR SONABEL/TGBT);;;;
03.1.2.2.3.001;Fourniture et pose de câble U1000 R02V Cu busé avec PVC 4x32mm² y compris tranchée, lit de sable et grillage avertisseur;ml;8 000;9 335;10 500
03.1.2.2.3.002;Fourniture et pose de câble U1000 R02V Cu busé avec PVC 4x70mm² y compris tranchée, lit de sable et grillage avertisseur;ml;10 000;12 000;14 000
03.1.2.2.3.003;Fourniture et pose de câble U1000 R02V Cu busé avec PVC 4x120mm² y compris tranchée, lit de sable et grillage avertisseur;ml;17 000;18 835;20 500
03.1.2.2.3.004;Fourniture et pose de câble armé U1000 R02V Cu de 4x70mm² y compris tranchée, lit de sable et grillage avertisseur;ml;20 000;21 835;23 500
03.1.2.2.3.005;Fourniture et pose de câble U1000 R02V Cu busé de 4x120mm² y compris tranchée, lit de sable et grillage avertisseur;ml;50 000;63 335;75 000
03.1.2.2.3.006;Ensemble fourreautage en tube orange de section 9mm² pour la réalisation du réseau électrique;ml;1 500;1 915;2 250
03.1.2.2.3.007;Ensemble fourreautage en tube orange de section 11mm² pour la réalisation  du réseau électrique;ml;2 000;2 500;3 000
03.1.2.2.3.008;Ensemble fourreautage en tube orange de section 13mm² pour la réalisation  du réseau électrique;ml;2 500;3 000;3 500
03.1.2.2.3.009;Ensemble fourreautage en tube ICT  de section 16mm² pour la réalisation du réseau  du réseau électrique;ml;750;965;1 250
03.1.2.2.3.010;Ensemble fourreautage en tube ICT  de section 20mm² pour la réalisation du réseau électrique;ml;1 000;1 250;1 500
03.1.2.2.3.011;Ensemble fourreautage en tube ICT  de section 25mm² pour la réalisation du réseau électrique;ml;1 250;1 500;1 750
03.1.2.2.3.012;Ensemble fourreautage en tube ICT  de section 32mm² pour la réalisation du réseau électrique;ml;1 250;1 500;1 750
03.1.2.2.3.013;Installation fil électrique de section 2x1,5 mm² pour luminaire y compris boite de dérivation;ml;1 000;1 250;1 500
03.1.2.2.3.014;Installation fil électrique de section 2x2,5 mm² pour prise y compris boite de dérivation;ml;1 500;1 915;2 250
03.1.2.2.3.015;Installation fil électrique de section 3x1,5 mm² pour luminaire y compris boite de dérivation;ml;1 500;1 835;2 250
03.1.2.2.3.016;Installation fil électrique de section 3x2,5 mm² pour prise y compris boite de dérivation;ml;2 000;2 335;2 750
03.1.2.2.3.017;Installation fil électrique de section 3x4 mm² pour climatiseur, split y compris boite de dérivation;ml;2 500;2 815;3 100
03.1.2.2.3.018;Installation fil électrique de section 5x4 mm² pour climatiseur armoire y compris boite de dérivation;ml;4 500;4 750;5 000
03.1.2.2.3.019;Mise à la terre en câblage de cuivre de 22 mm² y compris fouille, piquet de terre et toutes sujétion de pose;ml;3 500;4 000;4 500
03.1.2.2.3.020;Mise à la terre en câblage de cuivre de 25 mm² y compris fouille, piquet de terre et toutes sujétion de pose;ml;4 000;4 750;5 500
03.1.2.2.3.021;Mise à la terre en câblage de cuivre de 29 mm² y compris fouille, piquet de terre et toutes sujétion de pose;ml;5 000;5 750;6 500
03.1.2.2.3.022;Coffret électrique de 12 modules de métallique en salie équipé y compris toutes sujétions;ml;175 000;215 000;250 000
03.1.2.2.3.023;Coffret électrique de 24 modules de métallique en salie équipé y compris toutes sujétions;Unité;450 000;583 335;750 000
03.1.2.2.3.024;Coffret électrique de 36 modules de métallique en sallie équipé y compris toutes sujétions;Unité;750 000;950 000;1 200 000
03.1.2.2.3.025;Coffret électrique de 64 modules de métallique en sallie équipé y compris toutes sujétions;Unité;1 200 000;1 466 665;1 800 000
03.1.2.2.3.026;Coffret électrique de 12 modules de métallique encastré équipé y compris toutes sujétions;Unité;150 000;182 335;225 000
03.1.2.2.3.027;Coffret électrique de 24 modules de métallique encastré équipé y compris toutes sujétions;Unité;350 000;438 335;550 000
03.1.2.2.3.028;Coffret électrique de 36 modules de métallique encastré équipé y compris toutes sujétions;Unité;650 000;770 000;900 000
03.1.2.2.3.029;Coffret électrique de 64 modules de métallique encastré équipé y compris toutes sujétions;Unité;800 000;973 335;1 200 000
03.1.2.2.3.030;Fourniture et pose d'armoire électrique de 96 modules  métallique en sallie équipée;Unité;1 700 000;2 033 335;2 500 000
03.1.2.2.3.031;Fourniture et pose d'armoire électrique 120 modules  métallique en sallie équipée;Unité;2 000 000;2 600 000;3 200 000
03.1.2.2.3.032;Fourniture et pose d'armoire électrique 96 modules  métallique encastré équipée;Unité;1 700 000;2 033 335;2 500 000
03.1.2.2.3.033;Fourniture et pose d'armoire électrique 120 modules  métallique encastré équipée;Unité;2 000 000;2 600 000;3 200 000
03.1.2.2.3.034;Disjoncteur différentiel de 30A;Ensemble;10 500;12 665;15 000
03.1.2.2.3.035;Disjoncteur DPN de 10A;Unité;8 000;9 665;12 000
03.1.2.2.3.036;Disjoncteur DPN de 16A;Unité;8 000;9 665;12 000
03.1.2.2.3.037;Fourniture et pose applique mural extérieur y compris luminaire;Unité;12 500;15 835;20 000
03.1.2.2.3.038;Fourniture et pose applique mural intérieur y compris luminaire;Unité;12 500;15 835;20 000
03.1.2.2.3.039;Fourniture et pose applique sanitaire mural y compris luminaire;Unité;12 500;15 835;20 000
03.1.2.2.3.040;Fourniture et pose climatiseur armoire 5 CV  y compris toute sujétion  de pose;ml;775 000;858 335;950 000
03.1.2.2.3.041;Fourniture et pose climatiseur inverter 1,5 CV  y compris toute sujétion  de pose;Unité;325 000;416 665;500 000
03.1.2.2.3.042;Fourniture et pose climatiseur inverter 2 CV  y compris toute sujétion  de pose;Unité;350 000;450 000;550 000
03.1.2.2.3.043;Fourniture et pose climatiseur inverter 2,5 CV  y compris toute sujétion  de pose;Unité;550 000;616 665;700 000
03.1.2.2.3.044;Fourniture et pose climatiseur inverter 3 CV  y compris toute sujétion  de pose;Unité;525 000;650 000;775 000
03.1.2.2.3.045;Fourniture et pose climatiseur inverter 5 CV  y compris toute sujétion  de pose;Unité;1 750 000;2 133 335;2 500 000
03.1.2.2.3.046;Fourniture et pose climatiseur split système  type économique 2,5 CV  y compris toute sujétion  de pose;Unité;450 000;533 335;600 000
03.1.2.2.3.047;Fourniture et pose climatiseur split système  type économique 5 CV  y compris toute sujétion  de pose;Unité;1 200 000;1 533 335;1 900 000
03.1.2.2.3.048;Fourniture et pose climatiseur split système  type économique1,5 CV  y compris toute sujétion  de pose;Unité;375 000;416 665;475 000
03.1.2.2.3.049;Fourniture et pose climatiseur split système 1 CV  y compris toute sujétion de pose;Unité;225 000;283 335;325 000
03.1.2.2.3.050;Fourniture et pose climatiseur split système 1,5 CV  y compris toute sujétion  de pose;Unité;300 000;328 335;350 000
03.1.2.2.3.051;Fourniture et pose climatiseur split système 2 CV  y compris toute sujétion de pose;Unité;345 000;398 335;450 000
03.1.2.2.3.052;Fourniture et pose climatiseur split système 2,5 CV  y compris toute sujétion  de pose;Unité;400 000;516 665;600 000
03.1.2.2.3.053;Fourniture et pose climatiseur split système 3 CV  y compris toute sujétion de pose;Unité;450 000;583 335;700 000
03.1.2.2.3.054;Fourniture et pose climatiseur rooftop système 5 CV;Unité;750 000;833 335;900 000
03.1.2.2.3.055;Fourniture et pose climatiseur split système type économique 1 CV  y compris toute sujétion  de pose;Unité;375 000;416 665;475 000
03.1.2.2.3.056;Fourniture et pose climatiseur split système type économique 2 CV;Unité;425 000;475 000;525 000
03.1.2.2.3.057;Fourniture et pose climatiseur split système type économique 3 CV  y compris toute sujétion  de pose;Unité;550 000;633 335;700 000
03.1.2.2.3.058;Fourniture et pose climatiseur split système type solaire 1 CV y compris toute sujétion  de pose;Unité;950 000;1 200 000;1 400 000
03.1.2.2.3.059;Fourniture et pose climatiseur split système type solaire 1,5 CV y compris toute sujétion  de pose;Unité;1 250 000;1 483 335;1 700 000
03.1.2.2.3.060;Fourniture et pose climatiseur split système type solaire 2 CV y compris toute sujétion  de pose;Unité;1 700 000;1 900 000;2 100 000
03.1.2.2.3.061;Fourniture et pose climatiseur split système type solaire 2,5 CV y compris toute sujétion  de pose;Unité;1 900 000;2 116 665;2 250 000
03.1.2.2.3.062;Fourniture et pose climatiseur split système type solaire 3 CV y compris toute sujétion  de pose;Unité;2 000 000;2 233 335;2 500 000
03.1.2.2.3.063;Fourniture et pose brasseur d'air + rhéostat;Unité;50 000;61 665;75 000
03.1.2.2.3.064;Fourniture et pose ampoule avec système de détection de présence y compris toutes sujétions de pose;Unité;18 000;23 500;30 000
03.1.2.2.3.065;Fourniture et pose  batterie solaire AMG sans entretien de 100 Ah-12V y compris toutes sujétions de pose;Unité;150 000;190 000;220 000
03.1.2.2.3.066;Fourniture et pose batterie solaire AMG sans entretien de 150 Ah-12V y compris toutes sujétions de pose;Unité;200 000;225 000;250 000
03.1.2.2.3.067;Fourniture et pose batterie solaire AMG sans entretien de 200 Ah-12V y compris toutes sujétions de pose;Unité;225 000;275 000;325 000
03.1.2.2.3.068;Fourniture et pose batterie solaire AMG sans entretien de 250 Ah-12V y compris toutes sujétions de pose;Unité;250 000;300 000;350 000
03.1.2.2.3.069;Fourniture et pose  batterie solaire AMG sans entretien de 300 Ah-12V y compris toutes sujétions de pose;Unité;300 000;350 000;400 000
03.1.2.2.3.070;Fourniture et pose  batterie solaire GEL de 100 Ah-12V y compris toutes sujétions de pose;Unité;150 000;180 000;220 000
03.1.2.2.3.071;Fourniture et pose batterie solaire GEL de 150 Ah-12V y compris toutes sujétions de pose;Unité;180 000;216 665;250 000
03.1.2.2.3.072;Fourniture et pose batterie solaire GEL de 200 Ah-12V y compris toutes sujétions de pose;Unité;150 000;183 335;200 000
03.1.2.2.3.073;Fourniture et pose batterie solaire GEL de 250 Ah-12V y compris toutes sujétions de pose;Unité;225 000;275 000;325 000
03.1.2.2.3.074;Fourniture et pose  batterie solaire GEL de 300 Ah-12V y compris toutes sujétions de pose;Unité;275 000;333 335;375 000
03.1.2.2.3.075;Fourniture et pose  batterie solaire Lithium de 100 Ah-12V y compris toutes sujétions de pose;Unité;200 000;250 000;325 000
03.1.2.2.3.076;Fourniture et pose batterie solaire Lithium de 150 Ah-12V y compris toutes sujétions de pose;Unité;300 000;366 665;450 000
03.1.2.2.3.077;Fourniture et pose batterie solaire Lithium de 200 Ah-12V y compris toutes sujétions de pose;Unité;300 000;383 335;475 000
03.1.2.2.3.078;Fourniture et pose batterie solaire Lithium de 250 Ah-12V y compris toutes sujétions de pose;Unité;325 000;408 335;500 000
03.1.2.2.3.079;Fourniture et pose  batterie solaire Lithium de 300 Ah-12V y compris toutes sujétions de pose;Unité;350 000;433 335;525 000
03.1.2.2.3.080;Fourniture et pose  batterie solaire Lithium de 300 Ah-2V y compris toutes sujétions de pose;Unité;300 000;383 335;450 000
03.1.2.2.3.081;Fourniture et pose  batterie solaire Lithium de 400 Ah-2V y compris toutes sujétions de pose;Unité;350 000;450 000;550 000
03.1.2.2.3.082;Fourniture et pose  batterie solaire Lithium de 500 Ah-2V y compris toutes sujétions de pose;Unité;400 000;483 335;575 000
03.1.2.2.3.083;Fourniture et pose  batterie solaire Lithium de 800 Ah-2V y compris toutes sujétions de pose;Unité;450 000;550 000;650 000
